연번,오름명,행정시,소재지,비고,표고,면적,형태,정상_경도,정상_위도,카카오맵_url,난이도,거리_km,상행시간,노면,주차,화장실,등산로 정보,추천시기,참고글,운영시간 및 입장료,입구_경도,입구_위도
1,가마오름,제주시,제주특별자치도 제주시 한경면 청수리 1202,51,140.5,154486,말굽형(북동향),33.30554955,126.2470142,http://place.map.kakao.com/9440927,쉬움,0.77,15분,토사,길가 주차,없음,있음,"봄, 가을",,,,
2,가메오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산124,17,372.2,28371,복합형,126.3357021,33.36732924,http://place.map.kakao.com/10116894,쉬움,0.82,5분,,없음(누운오름쪽 공터 소규모 주차,없음,있음,초봄(억새로 등산로 찾기 힘듦),,,,
3,가메옥,제주시,제주특별자치도 제주시 구좌읍 송당리 1712,28,368,22764,복합형,126.7326612,33.45319891,http://place.map.kakao.com/8109737,,1,10분,,없음,없음,있음,,,,,
4,가메창,제주시,제주특별자치도 제주시 한경면 저지리 1496,6,145.8,17037,원형,126.7326612,33.45319891,http://place.map.kakao.com/8109737,쉬움,2.79,10분,,없음,없음,없음,,,,,
5,가문이오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산158-2,106,496.2,116176,말굽형(남서향),126.6882072,33.40213611,http://place.map.kakao.com/8111492,,,10분,,입구앞 소규모 주차가능,없음,있음,,,,,
6,가새기오름,제주시,제주특별자치도 제주시 오라삼동 2845,20,115,17198,원추형,126.5038782,33.48910023,http://place.map.kakao.com/11043050,,,10분,,없음,없음,있음,,,,,
7,가세오름,서귀포시,제주특별자치도 서귀포시 표선면 토산리 산2,101,200.5,373099,말굽형(서향),126.7813191,33.33014143,http://place.map.kakao.com/10118902,쉬움,0.52,20분,,없음,없음,있음,사계절,,,,
8,가시오름,서귀포시,제주특별자치도 서귀포시 대정읍 동일리 1209,77,106.5,263863,말굽형(남서향),126.2431502,33.24704705,http://place.map.kakao.com/11269510,쉬움,0.6,20분,,"골목 진입전 큰길가 주차 추천, 표지판에 주차장 있다고 표시 되어있느나 없음, 입구앞 1대 주차가능",없음,있음,봄 (4~5월) 벚꽃명소,"입산통제 (산불조심 기간내)
표지판있음
등산로는 제한 없음
등산로 아닌 길로 진입금지",,,
9,각시바위,서귀포시,제주특별자치도 서귀포시 호근동 2112,140,395,585988,원추형,126.5261525,33.27677459,http://place.map.kakao.com/8675561,쉬움,0.83,30분,,없음,없음,있음,사계절,,,,
10,감낭오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산41,45,439.8,117413,말굽형(북동향),126.3501802,33.3249196,http://place.map.kakao.com/8674728,쉬움,0.49,10분,,없음(충혼묘지주차장 이용),없음,있음,가을 (10~11월),충혼묘지와 연계방문 추천,,,
11,감은이오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산 297,37,317.2,144548,원형,126.7411777,33.42346025,http://place.map.kakao.com/8676274,쉬움,0,4분,,없음,없음,있음,,,,,
12,갑선이오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산 2,83,188.2,252799,말굽형(서남향),126.7816635,33.36085587,http://place.map.kakao.com/25169758,,,23분,,없음,없음,있음,,,,,
13,개오름,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 2974,130,344.7,338028,원추형,126.771856,33.42256836,http://place.map.kakao.com/10620522,쉬움,0.53,30분,,소규모주차가능,없음,있음,사계절,,,,
14,개오리오름,제주시,제주특별자치도 제주시 봉개동 산78-1,117,743,640913,복합형,126.6127004,33.42663921,http://place.map.kakao.com/7937029,,,,,,,,,,,,
15,갯거리오름(대포),서귀포시,제주특별자치도 서귀포시 대포동 산1-8,38,708.4,64003,원추형,126.4577474,33.30998565,http://place.map.kakao.com/25172867,쉬움,5.54,10분,,서귀포 자연 휴양림 주차(유료),휴양림 화장실 이용,있음,, ,"운영시간 : 09:00 ~ 17:00 , 
입장료 : 어른 1,000원 청소년 600원 어린이 300원
주차료 : 경차 1,500원 중형 3,000원 대형 5,000원",,
16,갯거리오름(명월),제주시,제주특별자치도 제주시 한림읍 명월리 15,69,253.5,123623,말굽형(서향),126.2927281,33.37575529,http://place.map.kakao.com/8650849,쉬움,0.5,15분,,입구앞 1~2대 주차가능,없음,있음,초봄(억새많아 길찾기 어려움),"탐방로 정비되어있지 않음
등산로 찾기 어려움
식생이 올라오기전 초봄 탐방이 비교적 수월함",,,
17,거린(족은)오름,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,123,493.2,315285,말굽형(남동향),126.6613643,33.34953039,http://place.map.kakao.com/25173313,,,,,없음,없음,없음,,,,,
18,거린(큰)오름,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,153,532.7,369143,말굽형(북서향),,,,,,,,,,,,,,,
19,거린사슴,서귀포시,제주특별자치도 서귀포시 대포동 산 2-1,103,742.9,286247,말굽형(서향),,,,,,,,,,,,,,,
20,거린오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산94,68,298.2,247021,원추형,,,,,,,,,,,,,,,
21,거문오름,제주시,제주특별자치도 제주시 조천읍 선흘리 산102-1,112,456.6,809860,복합형,126.718256,33.45483859,http://place.map.kakao.com/18489468,보통,3.06,30분,토사,전용 주차장 (무료),있음,있음,,"세계자연유산 제주 용암동굴군의 모체.
사전예약 필수. 숲이 울창하고 다양한 화산지형 관찰 가능.","예약 사이트 : https://www.jeju.go.kr/wnhcenter/black/reserve.html
예약 정보 : ? 홈페이지 상단의 로그인 후 예약 가능 날짜, 시간대 클릭하여 예약 신청합니다.

※ 예약 취소 시 동일한 날짜에 재예약이 불가합니다.
※ 예약 인원/날짜 변경을 원하시는 경우에는 전화(☎064-710-8980~1) 문의 바랍니다. 
? 전화예약 및 인터넷 예약은 탐방 전 달 1일 오전 9:00 부터 탐방 전 일 17:00 까지 가능합니다.
 ※ (예: 5월 10일 예약을 원하실 경우, 4월 1일 오전 9:00 부터 예약 가능)
? 예약 가능 시간일 경우 [예약] 버튼을 클릭하여 예약을 신청합니다. 
 ※ 예약완료시 카톡 또는 문자발송 됩니다. (제주특별자치도청으로 발송)
? 20명 이상 단체 예약의 경우는 전화(☎064-710-8980~1) 예약 신청만 가능합니다.
? 예약 취소는 [예약확인] 선택 후, 예약일자 클릭하여 [예약취소]를 선택하면 됩니다.
? 매주 화요일(자연휴식의 날)은 거문오름 휴식일로 탐방 불가합니다.

※ 탐방 13:30,14:00는 전체코스(3코스)와 자율탐방 안됩니다. ※ ",,
22,거미오름,제주시,제주특별자치도 제주시 구좌읍 종달리 산70,115,340,466283,복합형,126.8036721,33.44894445,http://place.map.kakao.com/25214418,보통,2.5,30분,,소규모주차가능(입구),없음,있음,,주차장 진입시 골목길 좁음. 차량 통행 주의. 길정비는 잘 안되어있는편 가파름. 뷰 좋음 강추오름 꼭 올라간 길로 내려오기 ,,,
23,거슨세미,제주시,제주특별자치도 제주시 구좌읍 송당리 산145,125,380,661438,말굽형(서향),126.7601311,33.4502293,http://place.map.kakao.com/8174706,쉬움,1.56,40분,흙길,생태체험관 주차,주차장에 있음,있음,,"한적함, 억새, 말굽형 분화구, 목장길, 가을 명소",,,
24,거친오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산84-2,70,354.6,197468,복합형,126.7405421,33.45964411,http://place.map.kakao.com/25173826,,,20분,,없음,없음,있음,,거칠고 험한 오름. 해발 354m,,,
25,거친오름,제주시,제주특별자치도 제주시 봉개동 산66,154,618.5,493952,말굽형(북향),126.6194858,33.44450029,http://place.map.kakao.com/10129920,보통,2.88,30분,,노루생태공원 주차,생태공원 매표소 옆,있음,"봄, 가을","노루먹이주기 체험가능 (별도), 놀이터 있음","동절기 (11월 ~ 2월) 09 ~ 17 (매표마감 16:00)
하절기 (3월 ~ 10월) 09 ~ 18 (매표마감 17:00)
입장료 성인 : 1,000원 청소년 : 600원",,
26,걸리오름,서귀포시,제주특별자치도 서귀포시 성산읍 신풍리 1575,14,123.8,11449,원추형,126.8149448,33.37594447,http://place.map.kakao.com/25174765,,,,,없음(신풍레포츠공원 주차 추천),없음,있음,,,,,
27,걸서악(동걸세),서귀포시,제주특별자치도 서귀포시 남원읍 하례리 산124,48,158,58199,원추형,126.6197949,33.28231397,http://place.map.kakao.com/8183004,쉬움,0.18,18분,,없음,없음,있음,"봄, 가을",,,,
29,걸시오름,제주시,제주특별자치도 제주시 연동 산150,82,732.4,277449,말굽형(북향),126.5036447,33.41396642,http://place.map.kakao.com/25174790,쉬움,1.08,10분,시멘트,소규모 주차 가능,없음,있음,"여름 (계곡, 물놀이)",,,,
30,검은덕이,제주시,제주특별자치도 제주시 애월읍 소길리 산118,52,401.5,57156,원추형,126.3860448,33.41868025,http://place.map.kakao.com/11039987,쉬움,0.81,10분,토사,소규모 주차 가능,없음,있음,사계절,"레미콘 공장 안으로 진입
(들어가도 된다고 하셨으나 문의후 진입하세요)
끝까지 들어가면 주차공간 있음",,,
31,검은들먹오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산1,87,712.4,120797,말굽형(북향),126.406297,33.36257483,http://place.map.kakao.com/8679274,,4.35,77분,토사,바리메 주차장 이용,주차장 화장실 이용,있음,가을 (억새),,,,
32,검은오름(연동),제주시,제주특별자치도 제주시 연동 산110,129,438.8,702094,말굽형(북향),126.4985671,33.44293879,http://place.map.kakao.com/8170465,쉬움,1.36,23분,,"입구앞, 근처 주차가능",없음,있음,사계절,,,,
33,고근산,서귀포시,제주특별자치도 서귀포시 서호동 1286-1,171,396.2,1204428,원형,,,,보통,1.74,30분,,주차가능,있음 (등산로시작지점),있음,사계절,"제주시내 전망, 야경, 산책, 접근성, 초보자",,,
34,고내봉,제주시,제주특별자치도 제주시 애월읍 고내리 산3-1,135,175.3,739484,복합형,126.3414192,33.45923568,http://place.map.kakao.com/8649358,보통,1.67,30분,토사 및 아스팔트,보광사 급경사 구간 전 소규모 주차가능,없음,있음,"봄, 가을","보광사 급경사 구간 전 공터 소규모 주차 가능
* 차량 진입 가능하고 주차장 있으나 초보운전자 주의
* 고내봉 등산진입로 여러곳 있으나 보광사 방향 추천
(다른 코스는 계단이 많고 길어 비교적 힘듦)
일출, 일몰 추천명소",,,
35,고냉이굴,제주시,제주특별자치도 제주시 봉개동 165,69,304.5,1136315,원형,126.6163232,33.4773882,http://place.map.kakao.com/8654782,,,10분,,없음,없음,있음,,,,,
36,고이악,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산16,52,302,90743,말굽형(북서향),126.6607874,33.31902874,http://place.map.kakao.com/8657685,쉬움,1.05,30분,,편백포레스트 주차장 이용,있음,있음,"봄, 가을",,"운영시간 : 09:00 ~ 17:00(하계 18:00)

일반 - 대인 : 10,000원 소인 : 6,000원

도민할인 대인 7,000원
             소인 5,000원
경로, 장애, 단체 30% 할인적용
예약문의 : 0507-1329-5099",,
37,골머리,제주시,제주특별자치도 제주시 노형동 산20,95,848.4,54036,원추형,126.496889,33.40629992,http://place.map.kakao.com/25179216,,,11분,,충홍묘지 주차장 이용,없음,없음,,출입제한,,,
38,골체오름,제주시,제주특별자치도 제주시 조천읍 선흘리 1912,30,395.3,25726,말굽형(남서향),126.7045841,33.45070086,http://place.map.kakao.com/8188069,쉬움,0.51,10분,,없음,없음,있음,벚꽃필때,벚꽃축제 장소,,,
39,과오름,제주시,제주특별자치도 제주시 애월읍 곽지리 산4,85,155,267254,말굽형(북서향),126.3231724,33.44619694,http://place.map.kakao.com/25180821,쉬움,1.04,19분,,없음,없음,있음,사계절,,,,
40,광이오름,제주시,제주특별자치도 제주시 연동 산62,77,266.8,236701,말굽형(남동향),126.4948812,33.46805585,http://place.map.kakao.com/25181898,,3,30분,,한라수목원 주차 (주차비 있음),주차장 화장실 이용,있음,,,,,
41,괭이모루,제주시,제주특별자치도 제주시 구좌읍 송당리 산198,33,253.2,89301,말굽형(동북향),126.7803343,33.4621355,http://place.map.kakao.com/8194279,,,10분,,소규모 주차 가능 (당오름 연계시 당오름 주차장 이용),없음,있음,,,,,
42,괴수치,서귀포시,제주특별자치도 서귀포시 안덕면 광평리 산79,59,558.7,99640,원형,126.3695856,33.34017741,http://place.map.kakao.com/8194672,쉬움,0.68,13분,,"만불정사 주차, 왕이메 길가 주차",없음,있음,,,,,
43,괴오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산41,103,653.3,379587,말굽형(북향),126.3794884,33.35849651,http://place.map.kakao.com/10154919,,3.62,15분,,없음,없음,있음,"봄, 가을",,,,
44,구그네오름,제주시,제주특별자치도 제주시 조천읍 와흘리 957,47,237.4,38935,원추형,126.6392526,33.49054739,http://place.map.kakao.com/8191401,,,10분,,없음,없음,있음,,,,,
45,구두리오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산158-2,117,517,451437,말굽형(동향),126.6880416,33.4099608,http://place.map.kakao.com/8191728,,,30분,,소규모 주차 가능,없음,있음,,,,,
46,구산봉,서귀포시,제주특별자치도 서귀포시 하원동 1180-2,69,174.2,186940,말굽형(동남향),126.4521419,33.25814409,http://place.map.kakao.com/8192529,쉬움,0.62,20분,,없음,없음,있음,"봄, 가을",,,,
47,군산,서귀포시,제주특별자치도 서귀포시 안덕면 창천리 564,280,334.5,2836857,원추형(라바돔),126.3699703,33.25323961,http://place.map.kakao.com/25186462,보통,1.95,10분,,소규모 주차 가능,없음,있음,"봄, 가을, 겨울","주차장 가는길 협소.
차량 교행 쉽지 않은편. 차량 주의
제주도 최대규모 오름",,,
48,굽은오름,제주시,제주특별자치도 제주시 한경면 조수리 3855,26,96,296443,복합형,126.2122755,33.29913028,http://place.map.kakao.com/8663815,,,15분,,없음,없음,없음,,,,,
49,궁대악,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 4711,54,238.8,209701,복합형,126.8231417,33.43554155,http://place.map.kakao.com/8212572,쉬움,0.29,15분,,제주자연 생태공원 주차,생태공원 안에 있음,있음,,"산책로 잘 되어있다.
동물들 관찰 가능
반달곰, 독수리, 노루
노루 먹이주기체험 가능",입장료 무료,,
50,궁산(활오름),서귀포시,제주특별자치도 서귀포시 강정동 3712,37,187,73912,말굽형(북향),126.4800387,33.26363034,http://place.map.kakao.com/8668530,쉬움,0.89,16분,,없음,없음,있음,"봄, 가을",,,,
51,권제오름,제주시,제주특별자치도 제주시 아라일동 350,28,297.7,43039,원추형,126.5583136,33.45691901,http://place.map.kakao.com/8676017,쉬움,0.2,5분,,제주대학교 우편집중국 주차,없음,있음,,"제주대학교 내에 위치.
산책로 잘 되어있음",,,
52,큰궤펜이,제주시,제주특별자치도 제주시 조천읍 교래리 산137-1,167,792.1,529149,원형,126.6338666,33.39412471,http://place.map.kakao.com/11267601,,,,,없음,없음,없음,,주변 오름 중 가장 큼,,,
53,궷물오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산136-6,57,597.2,138366,말굽형(북동향),126.4059387,33.39695302,http://place.map.kakao.com/8217224,보통,2.32,20분,토사,주차가능,주차장 간이 화장실,있음,"봄, 여름",궷물오름 + 큰 꼬노메 + 작은 노꼬메 연계 방문 추천,,,
54,극락오름,제주시,제주특별자치도 제주시 애월읍 고성리 산3,64,313.5,131583,말굽형(북서향),126.4145331,33.43448322,http://place.map.kakao.com/25187989,,,,,,,,,,,,
55,금산,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 3152-2,34,63.5,67769,원추형,126.2853974,33.23513871,http://place.map.kakao.com/8222952,쉬움,0.5,10분,,입구 근처 도로변 주차,없음,있음,,"예전에는 등산로가 있었다함(마을주민)
현재 입구 찾을 수 없음
정상부근 사람 지나다닌 흔적있고 길 찾을수 있으나 진입로 찾을 수 없음",,,
56,금오름,제주시,제주특별자치도 제주시 한림읍 금악리 산1-1,178,427.5,613966,원형(화구호),126.3058389,33.35457233,http://place.map.kakao.com/25189061,보통,1.78,20분,콘크리트,전용 주차장 (무료),주차장에 있음,있음,가을(10월 억새),"비온뒤 특히 미끄러움주의
강풍시 체감 온도 낮음
분화구 호수, 억새, 유채꽃, 사계절, 둘레길, 정상전망",,,
57,까그래기,제주시,제주특별자치도 제주시 조천읍 교래리 128,49,429,132944,원형,126.7031475,33.43164464,http://place.map.kakao.com/25190845,쉬움,0.34,10분,,없음(공터 주차),없음,있음,"봄, 가을",네비 안내 멈춘곳에서 추차 추천,,,
58,꾀꼬리오름,제주시,제주특별자치도 제주시 조천읍 대흘리 산33,58,428.3,110674,말굽형(북서향),126.6791002,33.46115294,http://place.map.kakao.com/8241683,쉬움,1.3,20분,,입구앞 1~2대 주차가능,없음,있음,,"경사있음
등산로 뚜렷하지 않음
흔적따라 이동",,,
59,나시리오름,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 2683,29,164,51624,말굽형(북향),126.8335694,33.41421117,http://place.map.kakao.com/25192315,쉬움,0.9,10분,,없음,없음,있음,여름 (시원),숲이 울창함. 자연 그대로의 모습,,,
60,남산봉,서귀포시,제주특별자치도 서귀포시 성산읍 신풍리 1657-1,54,178.8,185332,원형,126.8125302,33.38341257,http://place.map.kakao.com/11300413,쉬움,1.08,20분,,입구공터 소규모주차가능,없음,있음,사계절,마을 남쪽의 산봉우리. 마을 전경 조망,,,
61,남송이오름,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 산33,139,339,366531,복합형,126.306819,33.31221422,http://place.map.kakao.com/8231118,보통,1.88,15분,,없음,없음,있음,"봄, 여름","넓고 부드러운 분화구 (완만한 형태의 분화구)
탁 트인 동부전망 (구좌, 송당 들판과 주변 오름 군락 조망가능)",,,
62,남짓은오름(폐쇠),제주시,제주특별자치도 제주시 연동 산25,167,296.7,637805,말굽형(북서향),,,,,,,,,,,,,,,
63,낭끼오름(남거니오름),서귀포시,제주특별자치도 서귀포시 성산읍 수산리 3954,40,185.1,82601,원형,126.8420223,33.43536958,http://place.map.kakao.com/25192869,쉬움,0.36,10분,,소규모주차(네비 종료후 안쪽 공터까지 진입 후 주차),없음,있음,"봄, 여름",억새군락지,,,
64,넉시악,서귀포시,제주특별자치도 서귀포시 남원읍 의귀리 531-1,56,146.2,128854,말굽형(서북향),126.7147835,33.30618821,http://place.map.kakao.com/8224254,쉬움,1.56,20분,,없음,없음,있음,사계절,,,,
65,넙거리(한남),서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,102,436.6,269857,원형,126.6524583,33.33492207,http://place.map.kakao.com/8226028,쉬움,22.3,30분,,한남 사려니 탐방안내소 앞 소규모주차 가능,없음,없음,,,,,
66,넙거리,제주시,제주특별자치도 제주시 조천읍 교래리 산137-1,100,810,488263,말굽형(서향),126.6257498,33.39626617,http://place.map.kakao.com/10186346,,,,,,,,,"성판악 휴게소 북동쪽의 수림지대에 위치해 있으며, 3개의 화산체로 이루어진 궤펜이오름과 마주보고 있다. 5.16도로 성판교 북쪽 주변의 도로상에 ‘해발 730m’ 라는 표시돌이 서있는 곳으로 들어가면 표고 버섯 재배장이 나오며 그, 뒤편으로 쉽게 오를 수 있다. 2009년 글이라서 참고만. 이외의 정보가 없음
",,,
67,넙게오름,서귀포시,제주특별자치도 서귀포시 안덕면 서광리 943,62,246.5,260296,말굽형(서북향),126.3173631,33.28792468,http://place.map.kakao.com/8244203,쉬움,0.68,10분,,소규모 주차 가능,없음,있음,"봄, 가을",폭싹 속았수다 촬영지,,,
68,노꼬메족은오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산138,124,774.4,601440,말굽형(북서향),126.4171443,33.3929165,http://place.map.kakao.com/8214370,보통,3.32,30분,,주차장 넓음,주차장 간이 화장실,있음,"봄, 가을","형제 오름(큰노꼬메, 궷물오름), 숲길 트레킹, 화산지형",,,
69,노꼬메큰오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산138,234,833.8,923692,말굽형(북서향),126.4114582,33.38912818,http://place.map.kakao.com/10271092,보통,2.65,40분,,소규모 주차 가능,없음,있음,"봄, 가을",,,,
70,노로오름,제주시,제주특별자치도 제주시 애월읍 유수암리 산139,105,1070,475274,복합형,126.439303,33.36626077,http://place.map.kakao.com/25197040,,8.9,158분,토사,한라산 1100고지 주차장 이용 (차량 혼잡),주차장 화장실 이용,있음,"봄, 가을",숲길이 아름다움,,,
71,노리손이,제주시,제주특별자치도 제주시 연동 산137,136,616.2,222294,말굽형(북향),126.4965833,33.42555151,http://place.map.kakao.com/25197241,쉬움,0.616,30분,토사/시멘트,소규모 주차 가능,없음,있음,이른아침,노루서식지. 야생 노루 관찰 가능성,,,
72,녹남봉,서귀포시,제주특별자치도 서귀포시 대정읍 신도리 1304-1,50,100.4,124498,원형,,,,,,,,,,,,,,,
73,녹하지악,서귀포시,제주특별자치도 서귀포시 중문동 산5,121,620.5,340236,원추형,126.4308812,33.30464154,http://place.map.kakao.com/8228030,,,20분,,거린사슴 전망대,주차장 화장실 있음,있음,,"사려니 숲길, 삼나무, 힐링",,,
74,논고악,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산2-1,143,843,567616,원형,126.6106005,33.35962486,http://place.map.kakao.com/8251573,,,,,없음,없음,없음,,,,,
75,논오름(안덕),서귀포시,제주특별자치도 서귀포시 안덕면 화순리 12-1,56,186,92566,말굽형(북동향),126.3377127,33.27132249,http://place.map.kakao.com/25198519,쉬움,0.3,5분,,없음,없음,있음,"봄, 가을","정상 지붕있는 쉼터 있음
논오름 펜션 영업안함",,,
76,논오름(삼양),제주시,제주특별자치도 제주시 삼양일동 558-1,13,52.5,16244,원추형,126.5987952,33.51746816,http://place.map.kakao.com/8191971,,,10분,,없음,없음,없음,,"등산로 찾기 어려움, 사유지",,,
77,높은오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산213-1,175,405.3,951657,원형,126.793069,33.45641147,http://place.map.kakao.com/25199090,쉬움,0.7,20분,,없음(길가 주차 가능),없음,있음,,"주변에서 가장 높은 오름.
한라산, 바다 조망가능(360도 개방형 조망)
사방이 트여 있는 전망형 오름",,,
78,누운오름,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,71,1711.2,144548,원추형,,,,,,,,,,,,,,,
79,누운오름,제주시,제주특별자치도 제주시 한림읍 금악리 산10-5,57,407,420021,복합형,126.3311916,33.36237779,http://place.map.kakao.com/11017083,쉬움,0.19,20분,,소규모 주차 가능,없음,있음,사계절,"오름입구 초원 사진찍기 좋음
봉우리 2개처럼 보임
다음 봉우리까지 길 보이면 등산 추천
360도 뷰 볼 수 있음
등산로 정비 거의없음
뚜렷한 탐방로 없음
가시덩굴, 억새 많아 길 찾기 어려움
식생이 올라오기전 초봄 탐방이 비교적 수월",,,
80,눈오름(봉성),제주시,제주특별자치도 제주시 애월읍 봉성리 2952-2,31,131.1,51576,말굽형(북향),126.3110467,33.40847348,http://place.map.kakao.com/8221826,,,,,,,,,?'눈오름교' 주변에 공간이 있으니 주차하고 길따라 조금 걸으면 밭 주변에 입구가 있음. 별거 없어서 비추천,,,
81,눈오름(장전),제주시,제주특별자치도 제주시 애월읍 장전리 1756,13,127.5,20780,말굽형(동향),126.3757112,33.449831,http://place.map.kakao.com/8220369,,,15분,,없음,없음,없음,,"등산로 찾기 어려움
눈의 제주 방언으로 작은 산봉우리",,,
82,눈오름(해안),제주시,제주특별자치도 제주시 해안동 166-5,54,203.5,105922,말굽형(북서향),126.474797,33.45946674,http://place.map.kakao.com/8297242,쉬움,0.41,42분,,없음,없음,있음,사계절,,,,
83,느지리오름,제주시,제주특별자치도 제주시 한림읍 상명리 산5,85,225,332844,복합형,126.2615941,33.36656797,http://place.map.kakao.com/7862701,쉬움,0.62,10분,토사,주차가능,입구에 있음,있음,"봄, 가을",산책로가 잘 되어있어 오르기 쉬움,,,
84,늡서리,제주시,제주특별자치도 제주시 조천읍 교래리 산119,59,488.9,115505,말굽형(북동향),126.6629475,33.44178417,http://place.map.kakao.com/8216051,쉬움,0.6,20분,,없음,없음,있음,,,,,
85,능화오름,제주시,제주특별자치도 제주시 오라동 산107,91,975.5,194370,말굽형(북향),126.5341367,33.40020805,http://place.map.kakao.com/10276903,,,,,,,,,"출입제한, 탐방불가",,,
86,다랑쉬,제주시,제주특별자치도 제주시 구좌읍 세화리 산6,227,382.4,800463,원형,126.8215359,33.47768586,http://place.map.kakao.com/25200772,쉬움,1.46,40분,목계단/ 고무,전용 주차장 (무료),있음(탐방 안내소 옆),있음,"가을(억새), 겨울 (탁 트인 전망)","오름의 여왕. 둥근 분화구가 달처럼 아름다움.
초반부터 경사있음 (짧지만 숨 차는 코스)
360도 조망 볼 수 있음
일몰, 일출시간 추천",,,
87,다래오름,서귀포시,제주특별자치도 서귀포시 중문동 산1-1,64,983.8,128686,말굽형(서향),,,,,,,,,,,,,,,
88,다래오름,제주시,제주특별자치도 제주시 애월읍 어음리 산25,87,696.5,231752,말굽형(북동향),,,,,,,,,,,,,,,
89,다래오름동북쪽,제주시,제주특별자치도 제주시 애월읍 봉성리 산1,40,725.9,97951,말굽형(동향),126.4097583,33.36202692,http://place.map.kakao.com/17788460,쉬움,25.57,18분,토사,없음,없음,없음,,,,,
90,단산,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 3124-1,113,158,339982,원추형,126.2883335,33.24286074,http://place.map.kakao.com/8306005,쉬움,0.58,30분,,입구 근처 도로변 주차,없음,있음,,"초보자는 1탐방로 이용(계단)
대나무숲 포토존
대나무숲 이후 무조건 원점회귀 추천
길 찾기 어려움 등반 수준",,,
91,달산봉,서귀포시,제주특별자치도 서귀포시 표선면 하천리 1043-1,87,136.5,152322,말굽형(동향),126.8314143,33.34603585,http://place.map.kakao.com/7813516,쉬움,1.13,20분,,소규모 주차 가능,없음,있음,보름달 무렵,,,,
92,당산봉,제주시,제주특별자치도 제주시 한경면 용수리 4705,118,148,534135,복합형,126.1729781,33.30774396,http://place.map.kakao.com/7814429,쉬움,1.48,20분,토사/목계단,없음,없음,있음,"봄, 가을","정상 바다뷰
전망대 있음
차귀도 일몰 포인트",,,
93,당산봉 알봉,제주시,제주특별자치도 제주시 한경면 용수리 2705,53,83,184267,원추형,,,,쉬움,1.56,28분,,큰길가 주차,없음,있음,"봄, 가을","길정비 잘 되어있음
정상뷰는 없음
완만한 산책로",,,
94,당오름(안덕),서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산68-1,118,473,415293,원형,126.3356559,33.33409955,http://place.map.kakao.com/7814463,보통,1.91,33분,"돌, 흙길, 야자매트",없음(입구공터 주차),없음,있음,"봄, 가을","탐방로 경사 심함
둘레길 산책로 잘 되어있음
사유지(입구표지판에 번호 있음)",,,
95,당오름(송당),제주시,제주특별자치도 제주시 구좌읍 송당리 산199-1,69,274.1,141135,말굽형(북서향),126.7786029,33.46659989,http://place.map.kakao.com/7814539,,1.36,26분,,큰길가 주차,없음,있음,,,,,
96,당오름(조천),제주시,제주특별자치도 제주시 조천읍 와산리 산7-1,56,306.4,138170,말굽형(남향),126.6876249,33.47856124,http://place.map.kakao.com/7814464,,,20분,,없음,없음,없음,,등산로 찾기 어려움,,,
97,대록산,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산68,125,474.5,522097,원형,126.729544,33.39914417,http://place.map.kakao.com/25204904,보통,4.56,30분,,큰 주차장 있음,없음,있음,이른아침,"억새명소
분화구 둘레길
유채꽃/ 벚꽃, 녹산로, 한국의 아름다운 길 100선",,,
98,대물동산,제주시,제주특별자치도 제주시 구좌읍 송당리 1919,17,232.8,31003,말굽형(북향),126.7857782,33.46526459,http://place.map.kakao.com/7823928,,,4분,,없음,없음,있음,,등산로 찾기 어려움,,,
99,대병악,서귀포시,제주특별자치도 서귀포시 안덕면 상창리 산2-1,132,491.9,301657,말굽형(북향),126.3682578,33.30625848,http://place.map.kakao.com/10255199,,,40분,,네비 멈춘 지점에서 골목으로 진입 (상창리 61-3),없음,있음,,"소병악과 쌍둥이, 말 방목, 분화구",,,
